#Key,Name,Ref:AccountId:Account,StageName,Amount,CloseDate,Type,GL_Fund_Code__c
CE-OPP-00207,FY2024 Grant - 00207,CE-ACC-00207,Closed Won,16298.99,2024-04-23,Grant,FUND-320-BLUETECH
CE-OPP-00208,FY2023 Grant - 00208,CE-ACC-00208,Proposal Submitted,19088.77,2023-08-08,Grant,FUND-410-CAPITAL
CE-OPP-00209,FY2025 Grant - 00209,CE-ACC-00209,Closed Lost,7457.59,2025-08-15,Grant,FUND-100-GEN
CE-OPP-00210,FY2024 Grant - 00210,CE-ACC-00210,Prospecting,7723.36,2024-11-05,Grant,FUND-210-SCHOL
CE-OPP-00211,FY2022 Grant - 00211,CE-ACC-00211,Closed Won,33654.95,2022-12-22,Grant,FUND-320-BLUETECH
CE-OPP-00212,FY2025 Grant - 00212,CE-ACC-00212,Prospecting,60593.19,2025-07-05,Grant,FUND-410-CAPITAL
CE-OPP-00213,FY2022 Grant - 00213,CE-ACC-00213,Closed Lost,2262.47,2022-02-13,Grant,FUND-100-GEN
CE-OPP-00214,FY2022 Grant - 00214,CE-ACC-00214,Closed Lost,12657.51,2022-12-05,Grant,FUND-210-SCHOL
CE-OPP-00215,FY2025 Grant - 00215,CE-ACC-00215,Closed Won,15802.75,2025-09-19,Grant,FUND-320-BLUETECH
CE-OPP-00216,FY2022 Grant - 00216,CE-ACC-00216,Prospecting,7193.08,2022-01-06,Grant,FUND-410-CAPITAL
CE-OPP-00217,FY2024 Grant - 00217,CE-ACC-00217,Closed Won,22071.12,2024-04-05,Grant,FUND-100-GEN
CE-OPP-00218,FY2025 Grant - 00218,CE-ACC-00218,Closed Won,29000.70,2025-12-26,Grant,FUND-210-SCHOL
CE-OPP-00219,FY2024 Grant - 00219,CE-ACC-00219,Closed Won,87624.71,2024-02-21,Grant,FUND-320-BLUETECH
CE-OPP-00220,FY2023 Grant - 00220,CE-ACC-00220,Closed Won,33616.97,2023-01-14,Grant,FUND-410-CAPITAL
CE-OPP-00221,FY2023 Grant - 00221,CE-ACC-00221,Closed Won,10611.82,2023-06-04,Grant,FUND-100-GEN
CE-OPP-00222,FY2023 Grant - 00222,CE-ACC-00222,Closed Won,10916.49,2023-06-01,Grant,FUND-210-SCHOL
CE-OPP-00223,FY2024 Grant - 00223,CE-ACC-00223,Closed Won,3560.29,2024-07-24,Grant,FUND-320-BLUETECH
CE-OPP-00224,FY2023 Grant - 00224,CE-ACC-00224,Awarded,145458.28,2023-03-24,Grant,FUND-410-CAPITAL
CE-OPP-00225,FY2024 Grant - 00225,CE-ACC-00225,Closed Won,10477.76,2024-12-10,Grant,FUND-100-GEN
CE-OPP-00226,FY2025 Grant - 00226,CE-ACC-00226,Closed Won,17602.46,2025-12-27,Grant,FUND-210-SCHOL
CE-OPP-00227,FY2023 Grant - 00227,CE-ACC-00227,Proposal Submitted,36650.45,2023-07-24,Grant,FUND-320-BLUETECH
CE-OPP-00228,FY2025 Grant - 00228,CE-ACC-00228,Closed Won,43800.34,2025-09-10,Grant,FUND-410-CAPITAL
CE-OPP-00229,FY2025 Grant - 00229,CE-ACC-00229,Awarded,8390.20,2025-12-15,Grant,FUND-100-GEN
CE-OPP-00230,FY2023 Grant - 00230,CE-ACC-00230,Closed Won,17517.24,2023-01-09,Grant,FUND-210-SCHOL
CE-OPP-00231,FY2022 Grant - 00231,CE-ACC-00231,Closed Won,1781.29,2022-08-28,Grant,FUND-320-BLUETECH
CE-OPP-00232,FY2024 Grant - 00232,CE-ACC-00232,Closed Won,7187.23,2024-11-17,Grant,FUND-410-CAPITAL
CE-OPP-00233,FY2024 Grant - 00233,CE-ACC-00233,Closed Won,32151.57,2024-10-21,Grant,FUND-100-GEN
CE-OPP-00234,FY2022 Grant - 00234,CE-ACC-00234,Closed Won,21612.24,2022-07-23,Grant,FUND-210-SCHOL
CE-OPP-00235,FY2023 Grant - 00235,CE-ACC-00235,Closed Lost,36271.89,2023-07-10,Grant,FUND-320-BLUETECH
CE-OPP-00236,FY2024 Grant - 00236,CE-ACC-00236,Closed Won,44408.25,2024-02-24,Grant,FUND-410-CAPITAL
CE-OPP-00237,FY2024 Grant - 00237,CE-ACC-00237,Closed Lost,7701.33,2024-04-26,Grant,FUND-100-GEN
CE-OPP-00238,FY2023 Grant - 00238,CE-ACC-00238,Closed Lost,5286.50,2023-12-08,Grant,FUND-210-SCHOL
CE-OPP-00239,FY2022 Grant - 00239,CE-ACC-00239,Proposal Submitted,11815.61,2022-10-26,Grant,FUND-320-BLUETECH
CE-OPP-00240,FY2022 Grant - 00240,CE-ACC-00240,Closed Won,9698.30,2022-08-10,Grant,FUND-410-CAPITAL
CE-OPP-00241,FY2022 Grant - 00241,CE-ACC-00241,Awarded,11384.24,2022-06-25,Grant,FUND-100-GEN
CE-OPP-00242,FY2024 Grant - 00242,CE-ACC-00242,Awarded,7617.67,2024-12-21,Grant,FUND-210-SCHOL
CE-OPP-00243,FY2024 Grant - 00243,CE-ACC-00243,Closed Won,9099.42,2024-12-21,Grant,FUND-320-BLUETECH
CE-OPP-00244,FY2025 Grant - 00244,CE-ACC-00244,Closed Won,8771.20,2025-12-24,Grant,FUND-410-CAPITAL
CE-OPP-00245,FY2023 Grant - 00245,CE-ACC-00245,Closed Won,37141.84,2023-06-20,Grant,FUND-100-GEN
CE-OPP-00246,FY2024 Grant - 00246,CE-ACC-00246,Closed Won,8350.67,2024-05-02,Grant,FUND-210-SCHOL
CE-OPP-00247,FY2024 Grant - 00247,CE-ACC-00247,Closed Lost,9789.63,2024-04-12,Grant,FUND-320-BLUETECH
CE-OPP-00248,FY2024 Grant - 00248,CE-ACC-00248,Closed Won,6594.34,2024-07-21,Grant,FUND-410-CAPITAL
CE-OPP-00249,FY2022 Grant - 00249,CE-ACC-00249,Closed Lost,9457.09,2022-03-28,Grant,FUND-100-GEN
CE-OPP-00250,FY2024 Grant - 00250,CE-ACC-00250,Closed Won,93937.58,2024-11-23,Grant,FUND-210-SCHOL
CE-OPP-00251,FY2023 Grant - 00251,CE-ACC-00251,Closed Lost,6777.71,2023-03-23,Grant,FUND-320-BLUETECH
CE-OPP-00252,FY2025 Grant - 00252,CE-ACC-00252,Closed Won,4734.13,2025-12-08,Grant,FUND-410-CAPITAL
CE-OPP-00253,FY2024 Grant - 00253,CE-ACC-00253,Awarded,19249.18,2024-12-25,Grant,FUND-100-GEN
CE-OPP-00254,FY2024 Grant - 00254,CE-ACC-00254,Closed Won,6698.54,2024-02-16,Grant,FUND-210-SCHOL
CE-OPP-00255,FY2024 Grant - 00255,CE-ACC-00255,Closed Won,1125.65,2024-08-19,Grant,FUND-320-BLUETECH
CE-OPP-00256,FY2023 Grant - 00256,CE-ACC-00256,Proposal Submitted,42060.30,2023-07-15,Grant,FUND-410-CAPITAL
CE-OPP-00257,FY2022 Grant - 00257,CE-ACC-00257,Closed Lost,3053.17,2022-12-17,Grant,FUND-100-GEN
CE-OPP-00258,FY2023 Grant - 00258,CE-ACC-00258,Closed Won,7987.46,2023-01-13,Grant,FUND-210-SCHOL
CE-OPP-00259,FY2023 Grant - 00259,CE-ACC-00259,Closed Lost,2769.42,2023-10-25,Grant,FUND-320-BLUETECH
CE-OPP-00260,FY2024 Grant - 00260,CE-ACC-00260,Proposal Submitted,6056.92,2024-11-21,Grant,FUND-410-CAPITAL
CE-OPP-00261,FY2025 Grant - 00261,CE-ACC-00261,Closed Won,5018.24,2025-09-08,Grant,FUND-100-GEN
CE-OPP-00262,FY2024 Grant - 00262,CE-ACC-00262,Prospecting,75579.29,2024-10-22,Grant,FUND-210-SCHOL
CE-OPP-00263,FY2023 Grant - 00263,CE-ACC-00263,Closed Lost,25072.88,2023-12-17,Grant,FUND-320-BLUETECH
CE-OPP-00264,FY2022 Grant - 00264,CE-ACC-00264,Closed Won,89643.58,2022-08-22,Grant,FUND-410-CAPITAL
CE-OPP-00265,FY2024 Grant - 00265,CE-ACC-00265,Awarded,8803.67,2024-11-22,Grant,FUND-100-GEN
CE-OPP-00266,FY2023 Grant - 00266,CE-ACC-00266,Closed Won,35682.36,2023-05-05,Grant,FUND-210-SCHOL
CE-OPP-00267,FY2025 Grant - 00267,CE-ACC-00267,Closed Won,23859.55,2025-07-17,Grant,FUND-320-BLUETECH
CE-OPP-00268,FY2025 Grant - 00268,CE-ACC-00268,Prospecting,60510.94,2025-12-10,Grant,FUND-410-CAPITAL
CE-OPP-00269,FY2024 Grant - 00269,CE-ACC-00269,Closed Won,15415.70,2024-06-05,Grant,FUND-100-GEN
CE-OPP-00270,FY2024 Grant - 00270,CE-ACC-00270,Proposal Submitted,20560.34,2024-10-19,Grant,FUND-210-SCHOL
CE-OPP-00271,FY2022 Grant - 00271,CE-ACC-00271,Closed Lost,19616.64,2022-12-16,Grant,FUND-320-BLUETECH
CE-OPP-00272,FY2023 Grant - 00272,CE-ACC-00272,Closed Won,41133.29,2023-03-23,Grant,FUND-410-CAPITAL
CE-OPP-00273,FY2024 Grant - 00273,CE-ACC-00273,Closed Won,19628.24,2024-09-28,Grant,FUND-100-GEN
CE-OPP-00274,FY2023 Grant - 00274,CE-ACC-00274,Proposal Submitted,119437.48,2023-03-11,Grant,FUND-210-SCHOL
CE-OPP-00275,FY2022 Grant - 00275,CE-ACC-00275,Awarded,9182.12,2022-10-06,Grant,FUND-320-BLUETECH
CE-OPP-00276,FY2023 Grant - 00276,CE-ACC-00276,Prospecting,77761.56,2023-05-05,Grant,FUND-410-CAPITAL
CE-OPP-00277,FY2023 Grant - 00277,CE-ACC-00277,Closed Lost,36803.22,2023-12-05,Grant,FUND-100-GEN
CE-OPP-00278,FY2023 Grant - 00278,CE-ACC-00278,Closed Won,17211.95,2023-06-20,Grant,FUND-210-SCHOL
CE-OPP-00279,FY2024 Grant - 00279,CE-ACC-00279,Closed Lost,11738.09,2024-09-17,Grant,FUND-320-BLUETECH
CE-OPP-00280,FY2024 Grant - 00280,CE-ACC-00280,Prospecting,6272.02,2024-12-03,Grant,FUND-410-CAPITAL
CE-OPP-00281,FY2024 Grant - 00281,CE-ACC-00281,Closed Lost,13674.89,2024-12-24,Grant,FUND-100-GEN
CE-OPP-00282,FY2022 Grant - 00282,CE-ACC-00282,Closed Won,22627.46,2022-12-07,Grant,FUND-210-SCHOL
CE-OPP-00283,FY2024 Grant - 00283,CE-ACC-00283,Closed Won,22642.15,2024-12-01,Grant,FUND-320-BLUETECH
CE-OPP-00284,FY2023 Grant - 00284,CE-ACC-00284,Closed Won,9801.65,2023-11-23,Grant,FUND-410-CAPITAL
CE-OPP-00285,FY2024 Grant - 00285,CE-ACC-00285,Closed Won,6824.93,2024-07-10,Grant,FUND-100-GEN
CE-OPP-00286,FY2023 Grant - 00286,CE-ACC-00286,Closed Won,24642.06,2023-12-03,Grant,FUND-210-SCHOL
CE-OPP-00287,FY2022 Grant - 00287,CE-ACC-00287,Closed Won,13805.29,2022-10-15,Grant,FUND-320-BLUETECH
CE-OPP-00288,FY2024 Grant - 00288,CE-ACC-00288,Closed Lost,36577.26,2024-03-26,Grant,FUND-410-CAPITAL
CE-OPP-00289,FY2024 Grant - 00289,CE-ACC-00289,Closed Won,10658.19,2024-07-19,Grant,FUND-100-GEN
CE-OPP-00290,FY2023 Grant - 00290,CE-ACC-00290,Closed Won,9257.12,2023-11-11,Grant,FUND-210-SCHOL
CE-OPP-00291,FY2022 Grant - 00291,CE-ACC-00291,Proposal Submitted,10062.83,2022-01-16,Grant,FUND-320-BLUETECH
CE-OPP-00292,FY2025 Grant - 00292,CE-ACC-00292,Closed Won,16124.38,2025-02-15,Grant,FUND-410-CAPITAL
CE-OPP-00293,FY2024 Grant - 00293,CE-ACC-00293,Closed Won,15879.16,2024-08-08,Grant,FUND-100-GEN
CE-OPP-00294,FY2024 Grant - 00294,CE-ACC-00294,Awarded,14350.94,2024-12-15,Grant,FUND-210-SCHOL
CE-OPP-00295,FY2023 Grant - 00295,CE-ACC-00295,Closed Lost,12954.17,2023-09-11,Grant,FUND-320-BLUETECH
CE-OPP-00296,FY2025 Grant - 00296,CE-ACC-00296,Closed Lost,16198.65,2025-04-17,Grant,FUND-410-CAPITAL
CE-OPP-00297,FY2023 Grant - 00297,CE-ACC-00297,Closed Won,68974.64,2023-12-09,Grant,FUND-100-GEN
CE-OPP-00298,FY2024 Grant - 00298,CE-ACC-00298,Closed Won,13714.48,2024-12-19,Grant,FUND-210-SCHOL
CE-OPP-00299,FY2025 Grant - 00299,CE-ACC-00299,Closed Lost,70851.79,2025-11-14,Grant,FUND-320-BLUETECH
CE-OPP-00300,FY2023 Grant - 00300,CE-ACC-00300,Closed Won,22980.23,2023-03-05,Grant,FUND-410-CAPITAL
CE-OPP-00301,FY2023 Grant - 00301,CE-ACC-00001,Prospecting,63021.20,2023-12-20,Grant,FUND-100-GEN
CE-OPP-00302,FY2025 Grant - 00302,CE-ACC-00002,Awarded,7677.27,2025-07-02,Grant,FUND-210-SCHOL
CE-OPP-00303,FY2025 Grant - 00303,CE-ACC-00003,Closed Won,6601.63,2025-06-12,Grant,FUND-320-BLUETECH
CE-OPP-00304,FY2023 Grant - 00304,CE-ACC-00004,Proposal Submitted,4558.02,2023-12-12,Grant,FUND-410-CAPITAL
CE-OPP-00305,FY2024 Grant - 00305,CE-ACC-00005,Closed Won,8411.36,2024-08-24,Grant,FUND-100-GEN
CE-OPP-00306,FY2023 Grant - 00306,CE-ACC-00006,Closed Won,11870.31,2023-11-04,Grant,FUND-210-SCHOL
CE-OPP-00307,FY2024 Grant - 00307,CE-ACC-00007,Closed Lost,19076.45,2024-11-21,Grant,FUND-320-BLUETECH
CE-OPP-00308,FY2022 Grant - 00308,CE-ACC-00008,Proposal Submitted,13658.03,2022-02-03,Grant,FUND-410-CAPITAL
CE-OPP-00309,FY2024 Grant - 00309,CE-ACC-00009,Closed Won,41272.42,2024-03-12,Grant,FUND-100-GEN
CE-OPP-00310,FY2022 Grant - 00310,CE-ACC-00010,Closed Won,5132.42,2022-08-22,Grant,FUND-210-SCHOL
CE-OPP-00311,FY2023 Grant - 00311,CE-ACC-00011,Closed Won,6366.07,2023-12-08,Grant,FUND-320-BLUETECH
CE-OPP-00312,FY2023 Grant - 00312,CE-ACC-00012,Closed Won,667.75,2023-12-18,Grant,FUND-410-CAPITAL
CE-OPP-00313,FY2023 Grant - 00313,CE-ACC-00013,Prospecting,4496.22,2023-09-19,Grant,FUND-100-GEN
CE-OPP-00314,FY2025 Grant - 00314,CE-ACC-00014,Closed Lost,6596.86,2025-09-09,Grant,FUND-210-SCHOL
CE-OPP-00315,FY2024 Grant - 00315,CE-ACC-00015,Closed Won,13543.29,2024-11-17,Grant,FUND-320-BLUETECH
CE-OPP-00316,FY2023 Grant - 00316,CE-ACC-00016,Prospecting,20215.17,2023-12-04,Grant,FUND-410-CAPITAL
CE-OPP-00317,FY2024 Grant - 00317,CE-ACC-00017,Closed Won,11219.99,2024-12-14,Grant,FUND-100-GEN
CE-OPP-00318,FY2024 Grant - 00318,CE-ACC-00018,Closed Won,22400.16,2024-03-18,Grant,FUND-210-SCHOL
CE-OPP-00319,FY2022 Grant - 00319,CE-ACC-00019,Closed Won,40092.05,2022-11-17,Grant,FUND-320-BLUETECH
CE-OPP-00320,FY2024 Grant - 00320,CE-ACC-00020,Closed Won,18343.96,2024-09-21,Grant,FUND-410-CAPITAL
CE-OPP-00321,FY2024 Grant - 00321,CE-ACC-00021,Closed Won,25248.35,2024-03-01,Grant,FUND-100-GEN
CE-OPP-00322,FY2023 Grant - 00322,CE-ACC-00022,Closed Won,13118.07,2023-07-09,Grant,FUND-210-SCHOL
CE-OPP-00323,FY2024 Grant - 00323,CE-ACC-00023,Closed Lost,4842.74,2024-03-14,Grant,FUND-320-BLUETECH
CE-OPP-00324,FY2022 Grant - 00324,CE-ACC-00024,Prospecting,20611.27,2022-09-18,Grant,FUND-410-CAPITAL
CE-OPP-00325,FY2025 Grant - 00325,CE-ACC-00025,Closed Won,17234.39,2025-12-08,Grant,FUND-100-GEN
CE-OPP-00326,FY2024 Grant - 00326,CE-ACC-00026,Closed Won,21919.23,2024-09-28,Grant,FUND-210-SCHOL
CE-OPP-00327,FY2023 Grant - 00327,CE-ACC-00027,Closed Won,17167.07,2023-01-27,Grant,FUND-320-BLUETECH
CE-OPP-00328,FY2023 Grant - 00328,CE-ACC-00028,Closed Lost,2869.29,2023-09-01,Grant,FUND-410-CAPITAL
CE-OPP-00329,FY2023 Grant - 00329,CE-ACC-00029,Prospecting,74517.21,2023-10-18,Grant,FUND-100-GEN
CE-OPP-00330,FY2024 Grant - 00330,CE-ACC-00030,Closed Won,20614.69,2024-10-18,Grant,FUND-210-SCHOL
CE-OPP-00331,FY2023 Grant - 00331,CE-ACC-00031,Closed Won,12291.08,2023-09-13,Grant,FUND-320-BLUETECH
CE-OPP-00332,FY2025 Grant - 00332,CE-ACC-00032,Closed Won,23088.12,2025-11-24,Grant,FUND-410-CAPITAL
CE-OPP-00333,FY2023 Grant - 00333,CE-ACC-00033,Closed Won,45956.08,2023-05-03,Grant,FUND-100-GEN
CE-OPP-00334,FY2024 Grant - 00334,CE-ACC-00034,Closed Won,7605.80,2024-04-08,Grant,FUND-210-SCHOL
CE-OPP-00335,FY2024 Grant - 00335,CE-ACC-00035,Closed Won,24677.86,2024-12-03,Grant,FUND-320-BLUETECH
CE-OPP-00336,FY2022 Grant - 00336,CE-ACC-00036,Closed Lost,3983.87,2022-06-14,Grant,FUND-410-CAPITAL
CE-OPP-00337,FY2022 Grant - 00337,CE-ACC-00037,Closed Won,14302.78,2022-01-02,Grant,FUND-100-GEN
CE-OPP-00338,FY2024 Grant - 00338,CE-ACC-00038,Closed Won,10324.00,2024-10-02,Grant,FUND-210-SCHOL
CE-OPP-00339,FY2024 Grant - 00339,CE-ACC-00039,Closed Won,6602.56,2024-12-15,Grant,FUND-320-BLUETECH
CE-OPP-00340,FY2023 Grant - 00340,CE-ACC-00040,Prospecting,18165.12,2023-07-18,Grant,FUND-410-CAPITAL
CE-OPP-00341,FY2025 Grant - 00341,CE-ACC-00041,Closed Lost,8620.93,2025-11-23,Grant,FUND-100-GEN
CE-OPP-00342,FY2024 Grant - 00342,CE-ACC-00042,Closed Won,131509.43,2024-02-18,Grant,FUND-210-SCHOL
CE-OPP-00343,FY2024 Grant - 00343,CE-ACC-00043,Proposal Submitted,25092.24,2024-12-11,Grant,FUND-320-BLUETECH
CE-OPP-00344,FY2023 Grant - 00344,CE-ACC-00044,Closed Won,55971.93,2023-05-09,Grant,FUND-410-CAPITAL
CE-OPP-00345,FY2023 Grant - 00345,CE-ACC-00045,Closed Won,38206.57,2023-05-09,Grant,FUND-100-GEN
CE-OPP-00346,FY2024 Grant - 00346,CE-ACC-00046,Closed Lost,18371.96,2024-04-24,Grant,FUND-210-SCHOL
CE-OPP-00347,FY2022 Grant - 00347,CE-ACC-00047,Closed Won,18589.76,2022-06-28,Grant,FUND-320-BLUETECH
CE-OPP-00348,FY2024 Grant - 00348,CE-ACC-00048,Closed Won,5393.16,2024-12-17,Grant,FUND-410-CAPITAL
CE-OPP-00349,FY2022 Grant - 00349,CE-ACC-00049,Closed Won,17435.75,2022-06-19,Grant,FUND-100-GEN
CE-OPP-00350,FY2025 Grant - 00350,CE-ACC-00050,Closed Lost,43618.06,2025-04-15,Grant,FUND-210-SCHOL
CE-OPP-00351,FY2023 Grant - 00351,CE-ACC-00051,Closed Won,14435.34,2023-03-06,Grant,FUND-320-BLUETECH
CE-OPP-00352,FY2024 Grant - 00352,CE-ACC-00052,Closed Won,3186.07,2024-05-02,Grant,FUND-410-CAPITAL
CE-OPP-00353,FY2024 Grant - 00353,CE-ACC-00053,Closed Won,21187.96,2024-04-16,Grant,FUND-100-GEN
CE-OPP-00354,FY2025 Grant - 00354,CE-ACC-00054,Closed Won,184928.55,2025-12-18,Grant,FUND-210-SCHOL
CE-OPP-00355,FY2022 Grant - 00355,CE-ACC-00055,Closed Won,2228.04,2022-10-02,Grant,FUND-320-BLUETECH
CE-OPP-00356,FY2023 Grant - 00356,CE-ACC-00056,Closed Won,8291.89,2023-12-16,Grant,FUND-410-CAPITAL
CE-OPP-00357,FY2025 Grant - 00357,CE-ACC-00057,Proposal Submitted,15541.27,2025-12-22,Grant,FUND-100-GEN
CE-OPP-00358,FY2024 Grant - 00358,CE-ACC-00058,Proposal Submitted,13261.66,2024-08-15,Grant,FUND-210-SCHOL
CE-OPP-00359,FY2023 Grant - 00359,CE-ACC-00059,Closed Won,16316.51,2023-09-08,Grant,FUND-320-BLUETECH
CE-OPP-00360,FY2024 Grant - 00360,CE-ACC-00060,Prospecting,45358.64,2024-11-11,Grant,FUND-410-CAPITAL
CE-OPP-00361,FY2023 Grant - 00361,CE-ACC-00061,Closed Lost,13362.04,2023-09-18,Grant,FUND-100-GEN
CE-OPP-00362,FY2023 Grant - 00362,CE-ACC-00062,Closed Won,47162.81,2023-08-02,Grant,FUND-210-SCHOL
CE-OPP-00363,FY2025 Grant - 00363,CE-ACC-00063,Closed Won,48242.55,2025-04-22,Grant,FUND-320-BLUETECH
CE-OPP-00364,FY2025 Grant - 00364,CE-ACC-00064,Closed Won,15673.61,2025-08-14,Grant,FUND-410-CAPITAL
CE-OPP-00365,FY2025 Grant - 00365,CE-ACC-00065,Closed Won,46744.09,2025-10-14,Grant,FUND-100-GEN
CE-OPP-00366,FY2024 Grant - 00366,CE-ACC-00066,Closed Won,20426.92,2024-09-26,Grant,FUND-210-SCHOL
CE-OPP-00367,FY2024 Grant - 00367,CE-ACC-00067,Prospecting,31827.25,2024-01-02,Grant,FUND-320-BLUETECH
CE-OPP-00368,FY2025 Grant - 00368,CE-ACC-00068,Proposal Submitted,11712.82,2025-10-26,Grant,FUND-410-CAPITAL
CE-OPP-00369,FY2023 Grant - 00369,CE-ACC-00069,Prospecting,12696.44,2023-09-25,Grant,FUND-100-GEN
CE-OPP-00370,FY2022 Grant - 00370,CE-ACC-00070,Closed Lost,3683.79,2022-01-28,Grant,FUND-210-SCHOL
CE-OPP-00371,FY2022 Grant - 00371,CE-ACC-00071,Closed Won,16019.38,2022-11-23,Grant,FUND-320-BLUETECH
CE-OPP-00372,FY2024 Grant - 00372,CE-ACC-00072,Closed Won,14415.71,2024-10-06,Grant,FUND-410-CAPITAL
CE-OPP-00373,FY2025 Grant - 00373,CE-ACC-00073,Closed Won,31467.69,2025-10-04,Grant,FUND-100-GEN
CE-OPP-00374,FY2025 Grant - 00374,CE-ACC-00074,Closed Won,43972.51,2025-01-24,Grant,FUND-210-SCHOL
CE-OPP-00375,FY2024 Grant - 00375,CE-ACC-00075,Closed Won,4665.41,2024-10-13,Grant,FUND-320-BLUETECH
CE-OPP-00376,FY2023 Grant - 00376,CE-ACC-00076,Closed Won,112117.54,2023-05-13,Grant,FUND-410-CAPITAL
CE-OPP-00377,FY2025 Grant - 00377,CE-ACC-00077,Closed Won,2329.61,2025-10-18,Grant,FUND-100-GEN
CE-OPP-00378,FY2023 Grant - 00378,CE-ACC-00078,Proposal Submitted,7429.28,2023-12-15,Grant,FUND-210-SCHOL
CE-OPP-00379,FY2023 Grant - 00379,CE-ACC-00079,Closed Won,31402.75,2023-12-28,Grant,FUND-320-BLUETECH
CE-OPP-00380,FY2023 Grant - 00380,CE-ACC-00080,Closed Won,15841.90,2023-01-02,Grant,FUND-410-CAPITAL
CE-OPP-00381,FY2023 Grant - 00381,CE-ACC-00081,Closed Won,4772.90,2023-03-02,Grant,FUND-100-GEN
CE-OPP-00382,FY2025 Grant - 00382,CE-ACC-00082,Closed Won,9874.90,2025-06-03,Grant,FUND-210-SCHOL
CE-OPP-00383,FY2024 Grant - 00383,CE-ACC-00083,Closed Won,12388.13,2024-05-23,Grant,FUND-320-BLUETECH
CE-OPP-00384,FY2024 Grant - 00384,CE-ACC-00084,Closed Won,20582.62,2024-12-16,Grant,FUND-410-CAPITAL
CE-OPP-00385,FY2024 Grant - 00385,CE-ACC-00085,Awarded,14752.25,2024-12-24,Grant,FUND-100-GEN
CE-OPP-00386,FY2024 Grant - 00386,CE-ACC-00086,Closed Won,4907.23,2024-10-27,Grant,FUND-210-SCHOL
CE-OPP-00387,FY2023 Grant - 00387,CE-ACC-00087,Closed Lost,12536.60,2023-11-19,Grant,FUND-320-BLUETECH
CE-OPP-00388,FY2025 Grant - 00388,CE-ACC-00088,Prospecting,61801.40,2025-11-18,Grant,FUND-410-CAPITAL
CE-OPP-00389,FY2023 Grant - 00389,CE-ACC-00089,Proposal Submitted,10505.63,2023-09-03,Grant,FUND-100-GEN
CE-OPP-00390,FY2022 Grant - 00390,CE-ACC-00090,Closed Won,28760.93,2022-11-22,Grant,FUND-210-SCHOL
CE-OPP-00391,FY2023 Grant - 00391,CE-ACC-00091,Closed Won,9646.88,2023-12-06,Grant,FUND-320-BLUETECH
CE-OPP-00392,FY2023 Grant - 00392,CE-ACC-00092,Closed Won,3201.98,2023-11-05,Grant,FUND-410-CAPITAL
CE-OPP-00393,FY2023 Grant - 00393,CE-ACC-00093,Closed Won,9730.63,2023-06-04,Grant,FUND-100-GEN
CE-OPP-00394,FY2023 Grant - 00394,CE-ACC-00094,Closed Won,32902.16,2023-06-25,Grant,FUND-210-SCHOL
CE-OPP-00395,FY2024 Grant - 00395,CE-ACC-00095,Closed Lost,198285.61,2024-12-03,Grant,FUND-320-BLUETECH
CE-OPP-00396,FY2023 Grant - 00396,CE-ACC-00096,Closed Won,9766.06,2023-12-06,Grant,FUND-410-CAPITAL
CE-OPP-00397,FY2025 Grant - 00397,CE-ACC-00097,Awarded,45486.69,2025-12-05,Grant,FUND-100-GEN
CE-OPP-00398,FY2022 Grant - 00398,CE-ACC-00098,Closed Won,2986.79,2022-04-02,Grant,FUND-210-SCHOL
CE-OPP-00399,FY2022 Grant - 00399,CE-ACC-00099,Closed Won,26402.72,2022-09-17,Grant,FUND-320-BLUETECH
CE-OPP-00400,FY2023 Grant - 00400,CE-ACC-00100,Closed Won,11148.34,2023-06-22,Grant,FUND-410-CAPITAL
CE-OPP-00401,FY2023 Grant - 00401,CE-ACC-00101,Prospecting,4737.27,2023-11-17,Grant,FUND-100-GEN
CE-OPP-00402,FY2025 Grant - 00402,CE-ACC-00102,Proposal Submitted,50367.25,2025-03-16,Grant,FUND-210-SCHOL
CE-OPP-00403,FY2024 Grant - 00403,CE-ACC-00103,Closed Won,10214.88,2024-07-05,Grant,FUND-320-BLUETECH
CE-OPP-00404,FY2022 Grant - 00404,CE-ACC-00104,Closed Won,10292.38,2022-04-12,Grant,FUND-410-CAPITAL
CE-OPP-00405,FY2025 Grant - 00405,CE-ACC-00105,Closed Won,5283.50,2025-03-06,Grant,FUND-100-GEN
CE-OPP-00406,FY2023 Grant - 00406,CE-ACC-00106,Closed Lost,19127.40,2023-05-28,Grant,FUND-210-SCHOL
CE-OPP-00407,FY2024 Grant - 00407,CE-ACC-00107,Closed Won,25270.50,2024-10-26,Grant,FUND-320-BLUETECH
CE-OPP-00408,FY2024 Grant - 00408,CE-ACC-00108,Prospecting,5690.31,2024-12-12,Grant,FUND-410-CAPITAL
CE-OPP-00409,FY2023 Grant - 00409,CE-ACC-00109,Closed Won,8517.03,2023-03-23,Grant,FUND-100-GEN
CE-OPP-00410,FY2023 Grant - 00410,CE-ACC-00110,Closed Won,22459.41,2023-03-05,Grant,FUND-210-SCHOL
CE-OPP-00411,FY2024 Grant - 00411,CE-ACC-00111,Proposal Submitted,44205.32,2024-04-09,Grant,FUND-320-BLUETECH
CE-OPP-00412,FY2023 Grant - 00412,CE-ACC-00112,Closed Won,6767.24,2023-08-21,Grant,FUND-410-CAPITAL
CE-OPP-00413,FY2022 Grant - 00413,CE-ACC-00113,Closed Won,10212.63,2022-09-01,Grant,FUND-100-GEN
